id,tokens,tags
5271,"['El' 'gen' 'mendeliano' 'permaneció' 'inactivo' 'durante' 'siglos,'
 'antes' 'de' 'que' 'surgieran' 'las' 'condiciones' 'ambientales'
 'correctas.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
5272,"['Le' 'pregunté' 'si' 'el' 'cliente' 'se' 'enojaría' 'si' 'esperaba'
 'hasta' 'las' '2' 'p.' 'm.' 'porque' 'tenía' 'una' 'cita' 'esta' 'noche.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
5273,"['Los' 'residentes' 'pueden' 'unirse' 'en' 'fin' 'de' 'semana' 'en' 'el'
 'Parque' 'de' 'Palapas.']",[0 0 0 0 0 0 0 0 0 0 0 0 0]
5274,['Lo' 'emocionó' 'más.'],[0 0 0]
5275,"['El' 'entrenamiento' 'para' 'usar' 'un' 'traje' 'a' 'presión' 'requiere'
 'tiempo.']",[0 0 0 0 0 0 0 0 0 0]
5276,['Las' 'paredes' 'tienen' '100' '000' 'azulejos.'],[0 0 0 0 0 0]
5277,['Lleva' '17' 'meses' 'implementar' 'esa' 'parte.'],[0 0 0 0 0 0]
5278,"['Podríamos' 'haberte' 'entrenado' 'para' 'usar' 'un' 'traje' 'de'
 'presión' 'completo' 'para' 'el' 'final' 'del' 'día.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
5279,['Algunos' 'idiomas' 'se' 'los' 'inventan' 'los' 'niños.'],[0 0 0 0 0 0 0]
5280,['Su' 'estado' 'de' 'ánimo' 'se' 'mantuvo' 'completamente' 'consistente.'],[0 0 0 0 0 0 0 0]
5281,['No' 'hubo' 'absolutamente' 'ninguna' 'diferencia' 'detectable.'],[0 0 0 0 0 0]
5282,"['Hay' 'otras' 'características' 'que' 'también' 'podrían' 'usarse' 'para'
 'los' 'informes.']",[0 0 0 0 0 0 0 0 0 0]
5283,['Lo' 'dicen' 'como' 'siempre' 'lo' 'han' 'hecho'],[0 0 0 0 0 0 0]
5284,['La' 'esencia' 'de' 'una' 'persona' 'es' 'su' 'estilo.'],[0 0 0 0 0 0 0 0]
5285,['Ellos' 'están' 'teniendo' 'una' 'conversación.'],[0 0 0 0 0]
5286,"['Me' 'habían' 'causado' 'tanto' 'dolor' 'que' 'no' 'podía' 'soportarlo'
 'más.']",[0 0 0 0 0 0 0 0 0 0]
5287,['Las' 'cabras' 'estaban' 'seguras' 'y' 'a' 'salvo.'],[0 0 0 0 0 0 0]
5288,"['Todavía' 'uso' 'vestidos' 'cuando' 'trabajo' 'en' 'casa' 'porque' 'me'
 'siento' 'más' 'elegante.']",[0 0 0 0 0 0 0 0 0 0 0 0]
5289,"['El' 'objeto' 'debe' 'estar' 'en' 'la' 'máquina' 'durante' 'más' 'de'
 'un' 'segundo.']",[0 0 0 0 0 0 0 0 0 0 0 0]
5290,['Solo' 'leo' 'los' 'problemas' 'actuales.'],[0 0 0 0 0]
5291,"['La' 'gente' 'nunca' 'parece' 'sentarse' 'y' 'hablar' 'sobre' 'sus'
 'problemas' 'y' 'preocupaciones.']",[0 0 0 0 0 0 0 0 0 0 0 0]
5292,['Cuesta' '$' '2000' 'comprar' 'todo' 'lo' 'que' 'necesita.'],[0 0 0 0 0 0 0 0]
5293,['Vamos' 'a' 'la' 'cabaña' 'en' 'Minnesota.'],[0 0 0 0 0 0]
5294,['Voy' 'a' 'examinar' 'esto.'],[0 0 0 0]
5295,['Él' 'le' 'había' 'deseado' 'a' 'él' 'buenos' 'días.'],[0 0 0 0 0 0 0 0]
5296,['No' 'lo' 'sé' 'y' 'no' 'me' 'importa' 'en' 'absoluto.'],[0 0 0 0 0 0 0 0 0]
5297,"['Las' 'guirnaldas' 'de' 'los' 'edificios' 'del' 'siglo' 'XVIII' 'son'
 'versiones' 'de' 'las' 'fajas' 'y' 'adornos' 'usados' '\u200b\u200bpor'
 'las' 'personas.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
5298,['Las' 'cabras' 'escaparon' 'a' 'menudo.'],[0 0 0 0 0]
5299,"['Las' 'elecciones' 'de' 'AFI' 'pueden' 'ser' 'considerados'
 'documentales' 'históricamente' 'correctos' 'y' 'usados' 'en' 'las'
 'clases' 'de' 'historia.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
5300,"['Puede' 'que' 'algunos' 'estudiantes' 'hayan' 'hecho' 'trampa' 'en' 'la'
 'Universidad' 'de' 'Edimburgo.']",[0 0 0 0 0 0 0 0 0 0 0 0]
5301,"['Todos' 'los' 'asuntos' 'de' 'terrorismo' 'tienen' 'la' 'misma'
 'etiqueta.']",[0 0 0 0 0 0 0 0 0]
5302,['Hatch' 'no' 'tenía' 'opinión' 'sobre' 'la' 'billetera' 'de' 'Steve.'],[0 0 0 0 0 0 0 0 0]
5303,['Los' 'parques' 'nacionales' 'siempre' 'están' 'vacíos.'],[0 0 0 0 0 0]
5304,['La' 'cruz' 'solo' 'pesa' '200' 'libras.'],[0 0 0 0 0 0]
5305,['Los' 'grupos' 'de' 'turistas' 'van' 'a' 'Bali' 'mucho.'],[0 0 0 0 0 0 0 0]
5306,"['Podemos' 'ir' 'a' 'comer' 'comida' 'china' 'después' 'de' 'ver' 'esa'
 'película' 'nominada' 'al' 'Oscar.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0]
5307,"['El' 'examen' 'fue' 'utilizado' 'para' 'evaluar' 'el' 'conocimiento'
 'del' 'candidato' 'de' 'la' 'cultura' 'chicana.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0]
5308,['Ella' 'pensó' 'que' 'tal' 'vez' 'pudo' 'haber' 'provocado' 'su' 'enojo.'],[0 0 0 0 0 0 0 0 0 0]
5309,"['El' 'personal' 'del' 'programa' 'ofrece' 'talleres' 'para' 'estudiantes'
 'de' 'inglés.']",[0 0 0 0 0 0 0 0 0 0]
5310,['Las' 'personas' 'nunca' 'son' 'iguales.'],[0 0 0 0 0]
5311,['Hay' 'recursos' 'disponibles' 'para' 'estas' 'tareas.'],[0 0 0 0 0 0]
5312,"['Los' 'propietarios' 'de' 'las' 'instalaciones' 'no' 'están'
 'interesados' 'en' 'minimizar' 'el' 'tiempo' 'de' 'inactividad.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0]
5313,"['No' 'se' 'publicarán' 'los' 'nombres' 'de' 'la' 'mayoría' 'de' 'los'
 'entrevistados.']",[0 0 0 0 0 0 0 0 0 0 0]
5314,['El' 'teatro' 'Civic' 'se' 'encuentra' 'en' 'Tampa.'],[0 0 0 0 0 0 0]
5315,"['En' 'el' 'año' '1995,' 'Bepko' 'fue' 'el' 'jefe' 'de' 'la' 'campaña.']",[0 0 0 0 0 0 0 0 0 0 0]
5316,['Su' 'cuñado' 'era' 'de' 'color' 'claro.'],[0 0 0 0 0 0]
5317,['Los' 'pilotos' 'son' 'evaluados' 'en' 'cámaras' 'de' 'altitud.'],[0 0 0 0 0 0 0 0]
5318,"['Los' 'artistas' 'de' 'IRT' 'ayudan' 'a' 'los' 'niños' 'en' 'las'
 'escuelas.']",[0 0 0 0 0 0 0 0 0 0 0]
5319,"['La' 'iglesia' 'calvinista' 'neogótica' 'de' '1896' 'presenta' 'muchos'
 'panoramas.']",[0 0 0 0 0 0 0 0 0]
5320,"['No' 'estoy' 'de' 'acuerdo' 'contigo,' 'es' 'muy' 'constante.']",[0 0 0 0 0 0 0 0]
5321,"['Se' 'ha' 'informado' 'de' 'que' 'un' 'centenar' 'de' 'hombres' 'estaba'
 'en' 'la' 'fragata' 'que' 'salió' 'del' 'puerto' 'ayer' 'por' 'la'
 'tarde.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
5322,['Él' 'mantuvo' 'su' 'mirada' 'baja' 'mirando' 'al' 'suelo.'],[0 0 0 0 0 0 0 0]
5323,"['El' 'envío' 'de' 'correo' 'no' 'deseado' 'es' 'una' 'parte' 'importante'
 'de' 'los' 'ingresos' 'del' 'Servicio' 'Postal.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
5324,['Comenzaron' 'el' 'premio' 'en' '1990.'],[0 0 0 0 0]
5325,['¿Por' 'qué' 'razón' 'ella' 'no' 'te' 'lo' 'contaría?'],[0 0 0 0 0 0 0 0]
5326,"['Pensamos' 'que' 'el' 'pago' 'podría' 'ser' 'demasiado' 'temprano' 'y'
 'nos' 'defraudarían.']",[0 0 0 0 0 0 0 0 0 0 0]
5327,"['La' 'impresión' 'que' 'se' 'obtuvo' 'es' 'que' 'el' 'fuego' 'empezó'
 'en' 'la' 'sección' 'de' 'cuerdas.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
5328,['El' 'U2' 'tomó' 'mucha' 'película.'],[0 0 0 0 0]
5329,['Hay' 'algo' 'que' 'necesito' 'hecho.'],[0 0 0 0 0]
5330,"['Él' 'no' 'tenía' 'armas,' 'así' 'que' 'le' 'pidió' 'a' 'alguien' 'que'
 'apuntara' 'a' 'la' 'chica.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
5331,"['Prudie' 'piensa' 'que' 'la' 'vida' 'es' 'mejor' 'cuando' 'te' 'ríes'
 'de' 'todo.']",[0 0 0 0 0 0 0 0 0 0 0 0]
5332,['Este' 'es' 'un' 'buen' 'momento' 'para' 'contar' 'historias.'],[0 0 0 0 0 0 0 0]
5333,['Continuaron' 'visitando' 'todos' 'los' 'días.'],[0 0 0 0 0]
5334,['Tus' 'acciones' 'enojan' 'a' 'mucha' 'gente'],[0 0 0 0 0 0]
5335,['Ojalá' 'supiera' 'de' 'eso.'],[0 0 0 0]
5336,"['Mi' 'abrigo' 'está' 'en' 'perfectas' 'condiciones,' 'no' 'necesitaré'
 'que' 'lo' 'toques.']",[0 0 0 0 0 0 0 0 0 0 0]
5337,['Perforce' 'Bishop' 'no' 'tuvo' 'una' 'buena' 'apariencia.'],[0 0 0 0 0 0 0]
5338,"['Espinosa' 'revendió' 'estos' 'romances' 'en' 'Francia' 'con' 'un'
 'beneficio' 'saludable.']",[0 0 0 0 0 0 0 0 0 0]
5339,"['El' 'Capitán' 'Blood' 'se' 'inclinó' 'silenciosamente' 'porque' 'era'
 'un' 'hombre' 'tranquilo.']",[0 0 0 0 0 0 0 0 0 0 0]
5340,"['Me' 'moría' 'de' 'hambre,' 'así' 'que' 'fui' 'a' 'la' 'cafetería.']",[0 0 0 0 0 0 0 0 0 0]
5341,['Entonces' 'fue' 'creado' 'de' 'ese' 'modo' 'por' 'Dios.'],[0 0 0 0 0 0 0 0]
5342,"['Solo' 'tienes' 'que' 'regar' 'el' 'césped' 'de' 'bermuda' 'de' 'vez'
 'en' 'cuando.']",[0 0 0 0 0 0 0 0 0 0 0 0]
5343,['Él' 'es' 'muy' 'constante' 'y' 'tranquilo.'],[0 0 0 0 0 0]
5344,['Generalmente' 'se' 'suponía' 'que' 'su' 'hermana' 'era' 'blanca.'],[0 0 0 0 0 0 0 0]
5345,"['Texas' 'cree' 'que' 'las' 'diferentes' 'formas' 'de' 'educación'
 'tienen' 'beneficios.']",[0 0 0 0 0 0 0 0 0 0]
5346,['Es' 'posible' 'que' 'pueda' 'llevar' 'a' 'mi' 'hija' 'allí.'],[0 0 0 0 0 0 0 0 0]
5347,"['¡Quiero' 'que' 'te' 'expliques!' 'Sé' 'que' 'sabes' 'dónde' 'está'
 'Wolverstone.']",[0 0 0 0 0 0 0 0 0 0]
5348,['El' 'FBI' 'descubrió' 'quién' 'era' 'y' 'lo' 'llevó' 'a' 'la' 'cárcel.'],[0 0 0 0 0 0 0 0 0 0 0]
5349,['Necesito' 'aprobar' 'cada' 'trato.'],[0 0 0 0]
5350,['Karl-Marx-Allee' 'ha' 'visto' 'días' 'mejores.'],[0 0 0 0 0]
5351,['La' 'cafetería' 'One' 'Vegas' 'fue' 'construida' 'en' '1940.'],[0 0 0 0 0 0 0 0]
5352,['Él' 'estaba' 'haciendo' 'reparaciones' 'en' 'su' 'barco.'],[0 0 0 0 0 0 0]
5353,"['Mi' 'tío' 'dejó' 'sus' 'plantaciones' 'de' 'Barbados' 'antes' 'de'
 'aceptar' 'un' 'puesto' 'en' 'Jamaica.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0]
5354,"['Los' 'activos' 'como' 'las' 'propiedades' 'inmobiliarias' 'ganan'
 'valor' 'por' 'año.']",[0 0 0 0 0 0 0 0 0 0]
5355,"['Te' 'escucho' 'decir' 'que' 'no' 'te' 'gusta' 'probar' 'comidas'
 'nuevas.']",[0 0 0 0 0 0 0 0 0 0]
5356,['No' 'me' 'importa' 'si' 'lo' 'haces' 'tú' 'mismo' 'o' 'lo' 'contratas.'],[0 0 0 0 0 0 0 0 0 0 0]
5357,['La' 'satisfacción' 'subjetiva' 'es' 'un' 'problema.'],[0 0 0 0 0 0]
5358,"['Pensamos' 'que' 'era' 'terrible' 'que' 'hubiera' 'tantos' 'colores'
 'diferentes.']",[0 0 0 0 0 0 0 0 0]
5359,"['Cualquiera' 'que' 'sea' 'sospechoso' 'de' 'delito' 'no' 'tiene' 'ningún'
 'derecho' 'en' 'absoluto.']",[0 0 0 0 0 0 0 0 0 0 0 0]
5360,['Casi' 'termino' 'renunciando.'],[0 0 0]
5361,"['Por' 'favor,' 'este' 'año' 'aumente' 'el' 'importe' 'de' 'sus'
 'donativos' 'en' '25' '$.']",[0 0 0 0 0 0 0 0 0 0 0 0 0]
5362,"['El' 'Capitán' 'Blood' 'pudo' 'pensar' 'sus' 'ideas' 'contrariadas' 'sin'
 'interrupción.']",[0 0 0 0 0 0 0 0 0 0]
5363,['Él' 'solo' 'tiene' 'un' 'ojo' 'izquierdo.'],[0 0 0 0 0 0]
5364,"['No' 'lo' 'hizo' 'más' 'efectivo' 'cuando' 'lo' 'entregamos' 'a' 'la'
 'Casa' 'Blanca.']",[0 0 0 0 0 0 0 0 0 0 0 0]
5365,"['Hubo' 'un' 'potencial' 'de' 'error' 'ya' 'que' 'el' 'contador' 'fue'
 'despedido' 'recientemente.']",[0 0 0 0 0 0 0 0 0 0 0 0]
5366,"['Dijo' 'que' 'se' 'ofrece' 'una' 'explicación' 'después' 'de' 'un'
 'tiempo.']",[0 0 0 0 0 0 0 0 0 0]
5367,"['El' 'sonido' 'de' '2' 'millas' 'definitivamente' 'no' 'fue' 'causado'
 'por' 'una' 'erupción' 'volcánica.']",[0 0 0 0 0 0 0 0 0 0 0 0 0]
5368,['Probablemente' 'contestaríamos' 'una' 'llamada' 'telefónica.'],[0 0 0 0 0]
5369,"['Blood' 'pensaba' 'mucho' 'en' 'la' 'última' 'vez' 'que' 'vio' 'a' 'su'
 'madre.']",[0 0 0 0 0 0 0 0 0 0 0 0]
5370,['La' 'Casa' 'Blanca' 'usa' 'el' 'FBI' 'apropiadamente.'],[0 0 0 0 0 0 0]
5371,"['El' 'director' 'de' 'la' 'unidad' 'no' 'quiso' 'involucrarse'
 'dirigiendo' 'lo' 'que' 'se' 'hizo.']",[0 0 0 0 0 0 0 0 0 0 0 0 0]
5372,"['Las' 'botellas' 'son' 'más' 'caras' 'al' 'otro' 'lado' 'de' 'la'
 'frontera.']",[0 0 0 0 0 0 0 0 0 0 0]
5373,"['Las' 'mismas' 'características' 'podrían' 'usarse' 'para' 'los'
 'informes' 'de' 'responsabilidad' 'de' 'GMRA.']",[0 0 0 0 0 0 0 0 0 0 0 0]
5374,"['No' 'se' 'realizará' 'un' 'monumento' 'para' 'Cassie,' 'una' 'de' 'los'
 'alumnas' 'que' 'murió' 'en' 'Columbine' 'High' 'School.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
5375,"['No' 'es' 'tan' 'ruidoso' 'en' 'los' 'suburbios' 'como' 'lo' 'es' 'en'
 'la' 'ciudad.']",[0 0 0 0 0 0 0 0 0 0 0 0 0]
5376,['¡Todos' 'estaban' 'tan' 'felices!'],[0 0 0 0]
5377,"['¡En' 'Texas' 'puedes' 'portar' 'un' 'arma' 'de' 'mano' 'donde'
 'quieras!']",[0 0 0 0 0 0 0 0 0 0]
5378,"['La' 'provincia' 'estuvo' 'cerca' 'del' 'hambre' 'durante' 'la'
 'Depresión.']",[0 0 0 0 0 0 0 0 0]
5379,"['El' 'bombero' 'estaba' 'seguro' 'de' 'que' 'la' 'torre' 'en' 'la' 'que'
 'se' 'encontraban' 'estaba' 'a' 'salvo.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
5380,['Abu' 'Bara' 'recibió' 'una' 'visa' 'en' '2011.'],[0 0 0 0 0 0 0]
5381,"['Los' 'estudiantes' 'se' 'pueden' 'beneficiar' 'de' 'las' 'visitas' 'al'
 'campus.']",[0 0 0 0 0 0 0 0 0 0]
5382,"['El' 'océano' 'tiene' 'pequeños' 'caminos' 'de' '2' 'pies' 'de' 'ancho'
 'que' 'conducen' 'a' 'él.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0]
5383,"['No' 'entiendo' 'por' 'qué' 'esperaba' 'que' 'yo' 'terminara' 'el'
 'dibujo' 'hoy']",[0 0 0 0 0 0 0 0 0 0 0]
5384,['Puedes' 'patinar' 'en' 'interiores' 'en' 'un' 'par' 'de' 'lugares.'],[0 0 0 0 0 0 0 0 0]
5385,['El' 'ejército' 'me' 'envió' 'a' 'DC' 'de' 'inmediato.'],[0 0 0 0 0 0 0 0]
5386,['Eugene' 'Debs' 'nunca' 'salió' 'de' 'California.'],[0 0 0 0 0 0]
5387,['Su' 'trabajo' 'como' 'juez' 'ayudó' 'a' 'la' 'gente' 'pobre.'],[0 0 0 0 0 0 0 0 0]
5388,['Solo' 'te' 'dejan' 'volar' 'U2' 'el' 'primer' 'día.'],[0 0 0 0 0 0 0 0]
5389,"['Godzilla' 'es' 'capaz' 'de' 'adaptarse' 'a' 'un' 'sinfín' 'de'
 'entornos' 'diferentes.']",[0 0 0 0 0 0 0 0 0 0 0]
5390,['Tuve' 'tres' 'sueños'],[0 0 0]
5391,['Las' 'personas' 'serán' 'diferentes' 'pero' 'iguales.'],[0 0 0 0 0 0]
5392,['No' 'encuentro' 'nada' 'que' 'valga' 'la' 'pena' 'mi' 'tiempo.'],[0 0 0 0 0 0 0 0 0]
5393,"['Las' 'estimaciones' 'se' 'refieren' 'a' 'la' 'exposición' 'a' 'largo'
 'plazo.']",[0 0 0 0 0 0 0 0 0 0]
5394,"['Para' 'más' 'detalles' 'en'
 'www.healtheffects.org/Pubs/NMMAPSletter.pdf.']",[0 0 0 0 0]
5395,['No' 'podemos' 'comerciar' 'con' 'nadie' 'a' 'nuestro' 'alrededor.'],[0 0 0 0 0 0 0 0]
5396,"['Afortunadamente' 'para' 'nosotros,' 'Indiana' 'no' 'tiene' 'ni' 'una'
 'ley' 'impositiva.']",[0 0 0 0 0 0 0 0 0 0]
5397,['La' 'representación' 'nunca' 'se' 'hace' 'en' 'San' 'Antonio.'],[0 0 0 0 0 0 0 0]
5398,['Ella' 'dijo' 'que' 'sabía' 'más' 'sobre' 'la' 'vida.'],[0 0 0 0 0 0 0 0]
5399,['Cada' 'penique' 'va' 'para' 'la' 'investigación' 'contra' 'el' 'cáncer.'],[0 0 0 0 0 0 0 0 0]
5400,['El' 'NYC' 'Ballet' 'tiene' 'actuaciones' 'en' 'junio.'],[0 0 0 0 0 0 0]
5401,['Cada' 'código' 'postal' 'es' 'atendido' 'por' 'sólo' 'una' 'ruta.'],[0 0 0 0 0 0 0 0 0]
5402,['Estamos' 'teniendo' 'éxito'],[0 0 0]
5403,['Las' 'relaciones' 'C-R' 'varían' 'de' 'un' 'lugar' 'a' 'otro.'],[0 0 0 0 0 0 0 0 0]
5404,['Ramsés' 'II' 'fue' 'el' 'líder' 'durante' 'décadas.'],[0 0 0 0 0 0 0]
5405,['Singel' 'era' 'un' 'lugar' 'turístico.'],[0 0 0 0 0]
5406,"['Es' 'difícil' 'encontrar' 'trabajo' 'en' 'Indianápolis' 'si' 'estás'
 'en' 'el' 'negocio' 'del' 'cine' 'o' 'del' 'teatro,' 'ya' 'que' 'más'
 'bien' 'es' 'una' 'ciudad' 'tecnológica.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
5407,['No' 'ha' 'visto' 'la' 'luz' 'del' 'día' 'en' 'años.'],[0 0 0 0 0 0 0 0 0]
5408,['Mantuvo' 'la' 'boca' 'cerrada' 'mientras' 'sonreía' 'un' 'poco.'],[0 0 0 0 0 0 0 0]
5409,['Mantengo' 'los' 'discursos' 'de' 'la' 'misma' 'manera.'],[0 0 0 0 0 0 0]
5410,['Tardé' 'un' 'tiempo' 'en' 'encontrarlo.'],[0 0 0 0 0]
5411,['Una' 'niña' 'usa' 'ropa' 'blanca.'],[0 0 0 0 0]
5412,"['Kabul' 'es' 'una' 'de' 'las' 'ciudades' 'con' 'residentes' 'de'
 'mentalidad' 'liberal.']",[0 0 0 0 0 0 0 0 0 0 0]
5413,"['Los' 'estudios' 'demuestran' 'que' 'la' 'mayoría' 'de' 'las' 'personas'
 'con' 'problemas' 'de' 'bebida' 'visita' 'el' 'servicio' 'de' 'urgencias'
 'al' 'menos' 'una' 'vez' 'en' 'la' 'vida.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
5414,['Los' 'testigos' 'no' 'testificarían.'],[0 0 0 0]
5415,['Tengo' 'una' 'videograbadora' 'que' 'sigue' 'funcionando.'],[0 0 0 0 0 0]
5416,"['No' 'ha' 'habido' 'ningún' 'escrito' 'de' 'descripciones' 'de' 'la'
 'experiencia' 'ilegal.']",[0 0 0 0 0 0 0 0 0 0 0]
5417,['Al' 'Gobierno' 'no' 'le' 'gustaba' 'el' 'Rey.'],[0 0 0 0 0 0 0]
5418,"['Para' 'mantener' 'nuestros' 'precios' 'por' 'debajo' 'de'
 '$10,necesitaríamos' 'que' 'todos' 'los' 'miembros' 'de' 'nuestra'
 'audiencia' 'donen' '$' '25.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
5419,"['Estos' 'temas' 'son' 'difíciles' 'de' 'entender' 'para' 'los'
 'forasteros.']",[0 0 0 0 0 0 0 0 0]
5420,['Locust' 'Hill' 'es' 'el' 'mejor.'],[0 0 0 0 0]
5421,"['Milne' 'y' 'Ralphs' 'habrían' 'sido' 'los' 'dos' 'miembros' 'en' 'la'
 'sesión' 'de' 'la' 'Junta' 'Directiva' 'en' 'no' 'votar' 'por'
 'unanimidad.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
5422,"['10,000' 'personas' 'fueron' 'entrenadas' 'cerca' 'de' 'Kandahar.']",[0 0 0 0 0 0 0]
5423,['Le' 'dijo' 'a' 'su' 'madre' 'que' 'había' 'llegado' 'a' 'casa.'],[0 0 0 0 0 0 0 0 0 0]
5424,"['Los' 'educadores' 'nunca' 'recibieron' 'una' 'educación' 'superior' 'al'
 'instituto.']",[0 0 0 0 0 0 0 0 0]
5425,['Vamos' 'un' 'par' 'de' 'días' 'a' 'la' 'cabaña.'],[0 0 0 0 0 0 0 0]
5426,"['The' 'Times' 'afirmó' 'que' 'Bush' 'necesitaba' 'demostrar'
 'honestidad.']",[0 0 0 0 0 0 0 0]
5427,"['El' 'principio' 'XII' 'trata' 'de' 'la' 'estrategia' 'de' 'desarrollo'
 'de' 'capital.']",[0 0 0 0 0 0 0 0 0 0 0]
5428,"['Las' 'ideas' 'locas' 'se' 'vuelven' 'más' 'populares' 'entre' 'la'
 'sociedad' 'civil' 'cuando' 'son' 'ignoradas' 'por' 'la' 'sociedad'
 'civil.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
5429,['The' 'girl' 'is' 'dressed' 'all' 'in' 'red.'],[0 0 0 0 0 0 0]
5430,"['Algunos' 'actores' 'ganadores' 'del' 'Oscar' 'recorrieron' 'Indiana'
 'en' '1973.']",[0 0 0 0 0 0 0 0 0]
5431,['Estaban' 'hechos' 'de' 'cobre' 'puro.'],[0 0 0 0 0]
5432,['Las' 'tabulaciones' 'tienen' 'una' 'gran' 'cantidad' 'de' 'datos.'],[0 0 0 0 0 0 0 0]
5433,['Estaba' 'enojado' 'porque' 'ella' 'siempre' 'habla' 'demasiado.'],[0 0 0 0 0 0 0]
5434,"['El' 'estudio' 'acerca' 'de' 'los' 'secuestros' 'advirtió' 'sobre' 'Al'
 'Qaeda.']",[0 0 0 0 0 0 0 0 0 0]
5435,['Ella' 'no' 'tenía' 'cachorros.'],[0 0 0 0]
5436,"['Los' 'niños' 'pueden' 'ver' 'cómo' 'las' 'diferentes' 'razas' 'son'
 'diferentes.']",[0 0 0 0 0 0 0 0 0 0]
5437,['La' 'cultura' 'no' 'puede' 'relacionarse' 'con' 'el' 'feminismo.'],[0 0 0 0 0 0 0 0]
5438,"['Por' 'lo' 'general,' 'son' '75' 'en' 'el' 'verano.']",[0 0 0 0 0 0 0 0]
5439,['La' 'utilidad' 'de' 'los' 'informes' 'de' 'GPRA' 'podría' 'aumentarse.'],[0 0 0 0 0 0 0 0 0]
5440,"['¿Puedes' 'explicarme' 'por' 'qué' 'esa' 'opción' 'es' 'preferible' 'a'
 'la' 'de' 'convertirse' 'en' 'un' 'abrigo' 'de' 'piel?']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
5441,['Newsweek' 'nunca' 'ha' 'escrito' 'nada' 'sobre' 'los' 'Hamptons.'],[0 0 0 0 0 0 0 0]
5442,"['Me' 'puse' 'en' 'contacto' 'con' 'U-Haul' 'con' 'respecto' 'a' 'sus'
 'contratos' 'de' 'alquiler.']",[0 0 0 0 0 0 0 0 0 0 0 0 0]
5443,['Nadie' 'estaba' 'sufriendo' 'un' 'berrinche.'],[0 0 0 0 0]
5444,"['La' 'sección' 'Spectrum' 'tiene' 'un' 'área' 'para' 'manipular' 'varias'
 'máquinas.']",[0 0 0 0 0 0 0 0 0 0]
5445,['No' 'había' 'viento' 'así' 'que' 'el' 'vestido' 'estaba' 'quieto.'],[0 0 0 0 0 0 0 0 0]
5446,['Apuntó' 'su' 'telescopio' 'a' 'la' 'figura.'],[0 0 0 0 0 0]
5447,"['Creo' 'que' 'tus' 'tarifas' 'dependen' 'de' 'la' 'duración' 'de' 'tu'
 'membresía.']",[0 0 0 0 0 0 0 0 0 0 0]
5448,"['La' 'mayoría' 'de' 'las' 'personas' 'prefieren' 'donar' 'a' 'los'
 'Asociados' 'Chancellors.']",[0 0 0 0 0 0 0 0 0 0 0]
5449,['Batos' 'son' 'lesbianas.'],[0 0 0]
5450,"['La' 'Autoridad' 'Portuaria' 'dijo' 'que' 'las' 'personas' 'deberían'
 'correr' 'lo' 'más' 'lejos' 'posible.']",[0 0 0 0 0 0 0 0 0 0 0 0 0]
5451,['Estoy' 'listo' 'para' 'ir' 'ahora' 'mismo.'],[0 0 0 0 0 0]
5452,['El' 'detonador' 'detona' 'la' 'bomba' 'cuando' 'se' 'tira' 'de' 'él.'],[0 0 0 0 0 0 0 0 0 0]
5453,['Hay' 'varias' 'actuaciones' 'al' 'año.'],[0 0 0 0 0]
5454,"['Lipstadt' 'escribió' 'un' 'libro' 'que' 'obtuvo' 'excelentes'
 'críticas.']",[0 0 0 0 0 0 0 0]
5455,"['La' 'persona' 'que' 'llamó' 'estaba' 'tan' 'contenta' 'de' 'que'
 'alguien' 'estuviera' 'allí' 'para' 'escuchar.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0]
5456,['El' 'núcleo' 'interno' 'no' 'importa' 'mucho.'],[0 0 0 0 0 0]
